"question","A","B","C","D","answer","direct_answer","extracted_answer","parse_method","is_correct"
"Ngazi yenye urefu wa mita 9 inaegemea ukuta wima kwenye ardhi tambarare. Wakati mwisho wa chini wa ngazi unaposogezwa mbali na ukuta kwa kasi isiobadilika ya mita 2 kwa sekunde, mwisho wa juu huteleza chini kando ya ukuta. Je, ni kwa kasi gani, katika mita kwa sekunde, mwisho wa juu wa ngazi utakuwa unateleza kuelekea chini wakati ncha ya juu iko mita 3 juu ya ardhi?","12*sqrt(2)","6*sqrt(2)","4*sqrt(2)","1/(2*sqrt(2))","C","B","B","bare_letter","False"
"Zingatia sehemu ya urefu wa 10. Alama A na B zimechaguliwa kwa nasibu ili A na B zigawanye sehemu hiyo katika sehemu tatu ndogo. Kuna uwezekano gani kwamba sehemu tatu ndogo zinaweza kuunda pande za pembetatu?","0","10%","25%","50%","C","C","C","bare_letter","True"
"Fanya V iwe nafasi halisi ya kivekta yenye ukomo na fanya P iwe badiliko la mstari wa V hivi kwamba P^2 = P. Ni lipi kati ya zifuatazo lazima liwe kweli?
I. P haibadiliki.
II. P ni mstari ulofanya kidagonali 
III. P ni mabadiliko ya kitambulisho au mabadiliko ya sufuri.","Hakuna","I pekee","II pekee","III pekee","C","D","D","bare_letter","False"
"Ni lipi kati ya zifuatazo ni kweli?","Kila nafasi iloshikamana imekamilika","Kila nafasi kamili ni iloshikamana","Si (a) wala (b)."," Zote (a) na (b).","A","C","C","bare_letter","False"
"Grafu ya kipekee imekamilika ikiwa kuna ukingo unaounganisha jozi yoyote ya wima. Je, grafu kamili yenye wima 10 ina kingo ngapi?","10","20","25","45","D","C","C","bare_letter","False"
"Tuseme X ni kigezo tofauti cha nasibu kwenye seti ya nambari kamili chanya hivi kwamba kwa kila nambari kamili n, uwezekano kwamba X = n ni 1/2^n. Ikiwa Y ni kigezo cha nasibu chenye usambazaji sawa wa uwezekano na X na Y zinajitegemea, kuna uwezekano gani kwamba nambari ya angalau moja ya vigeuzo X na Y ni kubwa kuliko 3?","Jan-64","15/64","4-Jan","8-Mar","B","D","D","bare_letter","False"
"Fanya V na W viwe na nafasi ndogo za pande 4 za nafasi ya vekta ya pande 7 X. Ni ipi kati ya zifuatazo HAIWEZI kuwa kipimo cha nafasi ndogo ya V inayokatiza W?","0","1","2","3","A","C","C","bare_letter","False"
"Darasa kubwa linapaswa kugawanywa katika timu na kila mwanafunzi lazima awe mwanachama wa timu moja haswa. Walakini, kila mwanafunzi hapendi wanafunzi wenzake watatu. Kutopendana kati ya wanafunzi si lazima kuheshimiane. Ikiwa timu hazihitaji kuwa na ukubwa sawa, ni ngapi lazima ziundwe ili kusiwe na mwanafunzi mwenza wa mtu asiyempenda?","4","7","10","13","B","C","C","bare_letter","False"
"Sofia na Tess kila mmoja atachagua moja kati ya nambari 10 kwa nasibu kutoka 1 hadi 10. Je, kuna uwezekano gani kwamba hakuna nambari kamili iliyochaguliwa itakuwa mraba wa nyingine?","0.64","0.72","0.81","0.95","D","B","B","bare_letter","False"
"Fanya K iwe sehemu ndogo isiyokosa kitu ya R^n, ambapo n >
1. Ni kauli gani kati ya zifuatazo lazima ziwe za kweli?I. Ikiwa K imeshikamana, basi kila kitendaji kinachoendelea cha nambari halisi kinachofafanuliwa kwenye K kimefungwa.
II. Iwapo kila kitendaji kinachoendelea cha nambari halisi kinachofafanuliwa kwenye K kimefungwa, basi K ni mshikamano.
III. Ikiwa K ni mshikamano, basi K imeunganishwa.","I pekee","II pekee","III pekee","I na II pekee","D","A","A","bare_letter","False"
"Tuseme V ni nafasi halisi ya vekta ya upande uliyo na kikomo n. Ita seti ya matriki kutoka V hadi yenyewe M (V). Fanya T iwe katika M (V). Zingatia nafasi ndogo mbili U = {X ∈ M(V) : TX = XT} na W = {TX - XT : X ∈ M(V)}. Ni lipi kati ya zifuatazo lazima liwe KWELI?
I. Ikiwa V ina msingi unaojumuisha eigenvekta za T basi U = M(V).
II. dim (U) + dim (W) = n^2
III. dim (U) < n","I pekee","II pekee","III pekee","I na II pekee","B","A","A","bare_letter","False"
"Fanya F iwe nguvu ya kitengo cha isiyobadilika ambayo ni sambamba na vekta (-1, 0, 1) katika nafasi ya xyz. Ni kazi gani inayofanywa na F kwenye chembe inayosogea kwenye njia iliyotolewa na (t, t^2, t^3) kati ya wakati t=0 na wakati t=1?","-0.25","-1/(4sqrt(2))","0","sqrt(2)","C","C","C","bare_letter","True"
"Fanya X iwe nafasi ya kitopolojia, na A, B, na C iwe viseti vidogo vya X hivi kwamba A c B c C; yaani, A ni sehemu ndogo ya B, na B ni sehemu ndogo ya C. Ni kauli gani kati ya zifuatazo ni (ni) kweli?
I. Ikiwa A na C zimeunganishwa, basi B imeunganishwa.
II. Ikiwa A na C ni mshikamano, basi B ni mshikamano.
III. Ikiwa A na C ni Hausdorff, basi B ni Hausdorff.","I na II pekee","III pekee","I na III pekee","I, II, na III","D","D","D","bare_letter","True"
"Fanya x_1 = 1 na x_(n+1) = sqrt(3+2x_n) kwa nambari zote chanya n. Iwapo itachukuliwa kuwa {x_n} huungana, basi lim x_n =","3","e","sqrt(5)","0","A","B","B","bare_letter","False"
"Ikiwa v ni eigenvekta ya matriki A isiyobadilika, basi ni ipi kati ya zifuatazo mimi ni
kweli?
I. v pia ni eigenvekta ya 2A.
II. v pia ni eigenvekta ya A^2.
III. v pia ni eigenvekta ya A^(-1).","I pekee","II pekee","III pekee","I, II na III","D","C","C","bare_letter","False"
"Kwa nambari ngapi chanya k hufanya uwakilishi wa desimali wa kawaida wa nambari k! huishia na sufuri 99 haswa?","Hakuna","Moja","Nne","Tano","D","C","C","bare_letter","False"
"Fanya R iwe mzunguko wenye utambulisho wa kuzidisha. Ikiwa U ni kikundi cha nyongeza cha R kama vile uko U kwa U kwa zote katika U na kwa zote r katika R, basi U inasemekana kuwa kielelezo sahihi cha R. Ikiwa R ina maadili mawili haswa, ni lipi kati ya zifuatazo lazima kuwa kweli?
I. R inabadilika.
II. R ni mzunguko wa mgawanyiko (yaani, vipengele vyote isipokuwa utambulisho wa nyongeza huwa na vinyume vingi).
III. R haina mwisho.","I pekee","II pekee","III pekee","I na II pekee","B","C","C","bare_letter","False"
"Kifa chenye pande sita (ambacho nyuso zake zimepewa nambari 1 hadi 6, kama kawaida) inajulikana kuwa ghushi: Uwezekano wa kukunja nambari yoyote sawa ni mara mbili ya uwezekano wa kukunja nambari yoyote isiyo ya kawaida. Kuna uwezekano gani kwamba ikiwa kifa hiki kitatupwa mara mbili, safu ya kwanza itakuwa 5 na safu ya pili itakuwa 6?","Feb-81","18-Jan","27-Feb","9-Jan","A","C","C","bare_letter","False"
"Taarifa 1 | Tuseme {s_n} na {t_n} ni mfuatano wa nambari changamano kama vile lim_n→∞ s_n = s na lim_n→∞ tn = t. lim_n→∞ s_nt_n = st. Taarifa ya 2 | Kuna mlolongo ulio na mipaka wa nambari halisi bila mtiririko wa muunganisho.","Kweli, Kweli","Kweli, Uongo","Uongo, Kweli","Uongo, Uongo","B","B","B","bare_letter","True"
"Bainisha operesheni ya jozi kwenye Z, seti ya nambari kamili, kwa mlinganisho m • n = m + n + mn. Ni kauli gani
kati ya zifuatazo ni ya (za) kweli kuhusu muundo wa mfumo wa jozi (Z, • )?
I. Muundo huu si kundi kwa vile operesheni si ya ushirika.
II. Muundo huu si kundi kwa vile hakuna kipengele cha utambulisho.
III. Muundo huu si kundi kwani si vipengele vyote vina kinyume.
IV. Muundo huu ni kundi.","I na II pekee","I na III pekee","II na III pekee","III pekee","D","C","C","bare_letter","False"
"Inachukua siku za Kate k kuandika mtihani wa mazoezi ya hesabu ya GRE. Inachukua siku za John j kuandika mtihani wa mazoezi ya hesabu wa GRE. Iwapo Kate na John watafanya mtihani wa mazoezi kwa kupishana zamu za siku 2, inawachukua siku 10 Kate atakapoanza na siku 10.5 John atakapoanza. Je, itachukua muda gani wawili hao kukamilisha jaribio la mazoezi ikiwa Kate na John walifanya kazi kwa wakati mmoja?","Siku 9/2","Siku 5","Siku 41/8","Siku 36/7","D","C","C","bare_letter","False"
"Je, ni eneo gani kubwa zaidi linalowezekana la eneo la pembetatu lenye kipeo kimoja katikati ya mduara wa nusu kipenyo cha 1 na vipeo vingine viwili kwenye duara?","2-Jan","1","sqrt(2)","pi","A","C","C","bare_letter","False"
"Fanya f(x,y) = x^2 - 2xy + y^3 kwa x na y halisi. Ni lipi kati ya zifuatazo ni kweli?","f ina kima cha juu cha ulinganisho kwenye mstari x = y.","f ina kima cha juu cha ulinganisho parabola x = y^2.","f ina kima cha chini cha ulinganisho katika (0, 0).","f ina kiwango cha chini kabisa katika (2/3, 2/3).","A","A","A","bare_letter","True"
"Ni mpangilio gani mkubwa zaidi wa kitu katika kikundi cha mipangilio ya vitu 5?","5","6","12","15","B","C","C","bare_letter","False"
"S(n) ni taarifa kuhusu nambari kamili n kiasi kwamba wakati wowote S(k) ni kweli, S(k + 1) lazima pia iwe kweli. Zaidi ya hayo, kuna nambari kamili n0 ambayo S(n0) sio kweli. Kati ya yafuatayo, ni hitimisho gani kali zaidi inayoweza kutolewa?","S(n0 + 1) sio kweli.","S(n0 - 1) sio kweli.","S(n) sio kweli kwa n <= n0 yoyote","S(n) si kweli kwa n >= n0 yoyote","C","C","C","bare_letter","True"
"Katika nafasi ya xyz, ni vipi viwianishi vya uhakika kwenye uwanja 2x + y + 3z = 3 ambayo ni karibu zaidi na asili?","(0, 0, 1)","(3/7, 3/14, 9/14)","(7/15, 8/15, 1/15)","(5/6, 1/3, 1/3)","B","B","B","bare_letter","True"
"Kwa nambari gani kamili n hivi kwamba 3 <= n <= 11 kuna kundi moja tu la mpangilio n (hadi uisomofi)?","Kwa hakuna nambari kamili kama hiyo n","Kwa 3, 5, 7, na 11 pekee","Kwa 3, 5, 7, 9, na 11 pekee","Kwa 4, 6, 8, na 10 pekee","B","C","C","bare_letter","False"
"Mti ni grafu iliyounganishwa bila mizunguko. Je, kuna miti mingapi isiyo ya kawaida yenye vipeo 5?","1","2","3","4","C","C","C","bare_letter","True"
"Tuseme A na B ni n x n matriki zisizobadilika, ambapo n > 1, na I ndiyo kitambulisho cha n x n. Ikiwa A na B zinalingana, ni kauli gani kati ya zifuatazo inapaswa kuwa kweli?	I. A - 2I na B - 2I ni matriki sawa. II. A na B zina alama sawa.	 III. A^-1 na B^-1 ni matriki sawa.","I pekee","II pekee","III pekee","I, II, na III","D","D","D","bare_letter","True"
"Fanya C iwe mduara katika uwanja-yz ambayo mlinganyo wake ni (y - 3)^2 + z^2 = 1. Ikiwa C inazunguka mhimili wa z, uso unaozalishwa ni tora. Je! mlinganisho wa tora hii ni upi?","x^2 + y^2 + z^2 + 8 = 6y","(x^2 + y^2 + z^2)^2 = 8 + 36(x^2 + z^2)","(x^2 + y^2 + z^2 + 8)^2 = 36(x^2 + z^2)","(x^2 + y^2 + z^2 + 8)^2 = 36(x^2 + y^2)","D","C","C","bare_letter","False"
"Ni ipi kati ya zifuatazo ni mlinganisho wa tanjenti ya mstari kwa grafu ya y = x + e^x katika x = 0 ?","y = 2x + 1","y = 2x","y = x + 2","y = x + 1","A","D","D","bare_letter","False"
"Fanya V iwe nafasi halisi ya vekta ya matriki 2 x 3 halisi, na acha W iwe nafasi halisi ya vekta ya vekta zote halisi za safu 4 x 1. Ikiwa T ni mabadiliko ya mstari kutoka V hadi W, ni kipimo gani cha keneli ya nafasi ndogo ya T?","2","3","4","5","A","C","C","bare_letter","False"
"Taarifa 1 |  Tuseme ∑|a_i| hutofautiana na ∑ a_i = 2. Kuna upangaji upya a_i_k wa masharti kwamba ∑ a_i_k = 4. Taarifa 2 | Kuna nafasi za matriki X na Y na X imefungwa na kuwekewa mipaka na uchoraji wa ramani unaoendelea f : X → Y hivi kwamba f(X) SI ""imefungwa na kuzibwa"".","Kweli, Kweli","Kweli, Uongo","Uongo, Kweli","Uongo, Uongo","A","D","D","bare_letter","False"
"Idadi ya juu ya pembe za finyu kwenye koni ya goni 10 kwenye uwanja wa Euclidean ni","1","2","3","4","C","C","C","bare_letter","True"
"Ikiwa f(z) ni kitendahi cha uchanganuzi linalopanga uwanja mzima wenye kikomo changamano kwenye mhimili halisi, basi mhimili wa kufikirika lazima uchorwe kwenye ramani kwenye","mhimili mzima halisi","alama a","mwonzi a","muda wazi wenye kikomo","B","C","C","bare_letter","False"
"Kundi G ambalo (ab)^2 = a^2b^2 kwa zote a, b katika G ni lazima","kikomo","ya mzunguko","ya mpangilio wa pili","abeli","D","C","C","bare_letter","False"
"Ikiwa f ni kitendaji cha kukokotoa la nambari halisi linaloweza kutofautishwa linalofafanuliwa kwenye muda uliowazi (-1, 4) kama kwamba f(3) = 5 na f'(x) ≥ -1 kwa x zote, ni nambari gani kubwa inayowezekana ya f. (0)?","3","4","5","8","D","B","B","bare_letter","False"
"Tuseme A na B ni n × n matriki na maingizo halisi. Je, ni yapi kati ya yafuatayo ni KWELI?
I. Ufuatiliaji wa A^2 sio hasi.
II. Ikiwa A^2 = A, basi alama ya A sio hasi.
III. Ufuatiliaji wa AB ni zao la athari za A na B.","II pekee","III pekee","I na II pekee","II na III pekee","A","D","D","bare_letter","False"
"Ni tarakimu gani za tarakimu katika upanuzi wa kawaida wa desimali wa nambari 7^25?","1","3","5","7","D","B","B","bare_letter","False"
"Taarifa 1 | f : X → Y ni endelevu na X ni mshikamano. f lazima iwe endelevu kwa usawa. Taarifa ya 2 | Ikiwa f(x), g(x) : R → R zinaweza kutofautishwa kila mahali f(g(x)) lazima ziweze kutofautishwa kila mahali.","Kweli, Kweli","Kweli, Uongo","Uongo, Kweli","Uongo, Uongo","A","A","A","bare_letter","True"
"Eneo linalopakana na mipindo y = x na y = x^2 katika roboduara ya kwanza ya uwanja-xy huzungushwa kwenye mhimili wa y. Kiasi cha udhabiti unaotokana wa kuzunguka ni","π/12","π/6","π/3","2π/3","B","C","C","bare_letter","False"
"Katika uwanja-xy, mpindo wenye milinganisho wa parametriki x = cos t na y = sin t, 0 <= t <= pi, ina urefu","3","pi","3pi","2-Mar","B","A","A","bare_letter","False"
"Ni vipi kati ya vifuatavyo ni vipindi halali vya muunganisho wa mfululizo wa nguvu?
(I) [−1, 3)
(II) (−∞, 0]
(III) [2, 2] ∪ [3, 3]
(IV) ( −∞,∞)","(II) pekee","(IV) pekee","(I) na (IV)","(II) na (III)","C","C","C","bare_letter","True"
"Ikiwa f: R -> R ni kitendaji chenye mipaka ambacho Lebesgue inaweza kuunganishwa, basi ni lipi kati ya zifuatazo lazima liwe kweli?","f ni Riemann inayoweza kuunganishwa.","Hakuna E ihesabikayo isiyo na kikomo ya R kiasi kwamba f haiwezi kutofautishwa katika kila x \katika E.","Hakuna sehemu ndogo isiyohesabika ua E ya R ambayo f haiwezi kutofautishwa katika kila x \katika E.","Hakuna yoyote ya hapo juu.","D","C","C","bare_letter","False"
"Katika uwanja-xy, grafu ya x^(logi y) = y^logi x ni","roboduara ya kwanza ya wazi","mpindo uliyofungwa","mwonzi katika roboduara ya kwanza ya wazi","alama moja","A","C","C","bare_letter","False"
"Je, ni p ipi ya kawaida ||x||_p inayoweza kuelezeka kama mzidisho wa ndani?","1","2","p >= 1","bila kikomo","B","D","D","bare_letter","False"
"Fanya S iwe nafasi ya kitopolojia ya mnganisho, T iwe nafasi ya kitopolojia, na f iwe kitendaji kutoka S hadi T. Kati ya masharti yafuatayo kwenye f, ni hali gani dhaifu ya kutosha ili kuhakikisha kuunganishwa kwa T?","f ni uhomoimofi.","f ni endelevu na moja-kwa-moja","f ni endelevu.","f ni moja-kwa-moja","C","C","C","bare_letter","True"
"Je! ni eneo gani la pembetatu iliyo sawa ambayo mduara wake upo ndani yake una nusu kipenyo cha 2?","12","16","12*sqrt(3)","16*sqrt(3)","C","B","B","bare_letter","False"
"Ni kwa nambari gani ya n ina vikundi viwili vya abeli vya mpangilio n hadi isomofi?","4","7","8","12","A","C","C","bare_letter","False"
"Ni ipi kati ya zifuatazo ambayo sio kweli kila wakati kwa x, y, z ∈ R^k?","|x| ≥ 0","|x · y| ≤ |x||y|","|x| = 0 if na pekee if x = 0","|x + y| = |x| + |y|","D","D","D","bare_letter","True"
"Fanya V iwe nafasi ya vekta, chini ya oparesheni ya kawaida, wa polinomia halisi ambazo zina digrii isiyozidi 3. Fanya W iwe nafasi ndogo ya polinomia zote p (x) katika V ili p (0) = p(1) = p. (-1) = 0. Kisha dim V + dim W ni","4","5","6","7","B","C","C","bare_letter","False"
"Ikiwa V na W ni nafasi ndogo za pande-2 za R^4 , ni vipimo vipi vinavyowezekana vya nafasi ndogo ya V kati ya makutano ya W?","1 pekee","2 pekee","0 na 1 pekee","0, 1, na 2 only","D","C","C","bare_letter","False"
"Mipindo y = (sin x + cos x) ^4 na y = (sin x - cos x)^4 hukatiza kwa x = 0. Ikiwa a ni nambari ndogo zaidi chanya ya x ambapo mipindo hii inakatiza, tambua eneo. kati ya mipindo hii kutoka x = 0 hadi x = a.","2","π","4","3π/2","C","D","D","bare_letter","False"
"Ikiwa f ni mabadiliko ya mstari kutoka kwa uwanja hadi nambari halisi na ikiwa f(1, 1) = 1 na f(-1, 0) = 2, basi f(3, 5) =","9","8","0","-5","A","C","C","bare_letter","False"
"Je, polinomia 2x^5 + 8x - 7 ina mizizi mingapi halisi?","Hakuna","Moja","Mbili","Tatu","B","A","A","bare_letter","False"
"Idara ya hisabati ya chuo kikuu ina wahadhiri 10 na itatoa kozi 20 tofauti katika muhula ujao. Kila mhadhiri atapangiwa kufundisha hasa kozi 2, na kila kozi itakuwa na mhadhiri mmoja tu anayepangwa kuifundisha. Ikiwa mhadhiri yeyote anaweza kupangiwa kufundisha kozi yoyote, ni njia ngapi tofauti kamili za kupanga wahadhiri 10 kwa kozi 20 zinawezekana?","20!/2^(10)","10!/2^9","10^(20) - 2^(10)","10^(20) - 100","A","B","B","bare_letter","False"
"Ni ipi kati ya zifuatazo ni kweli:","Inawezekana kuweka uhusiano wa mpangilio wa mstari ≤ kwenye nambari changamano C ili (C, +, ×, ≤) sio uwanja wenye mpangilio.","Inawezekana kuweka uhusiano wa mpangilio kwenye nambari changamano C ambazo hufanya (C, +, ×, ≤) kuwa uwanja wenye mpangilio.","Sio (a) wala (b)","Zote (a) na (b).","A","A","A","bare_letter","True"
"Katika mchezo wachezaji wawili huchukua zamu kurusha sarafu ya uhaki; mshindi ni wa kwanza kurusha kichwa. Uwezekano kwamba mchezaji anayerusha kwanza atashinda mchezo ni","4-Jan","3-Jan","2-Jan","3-Feb","D","A","A","bare_letter","False"
"Ni lipi kati ya zifuatazo SI kundi?","Nambari kamili chini ya nyongeza","Nambari kamili za bila sufuri chini ya kuzidisha","Nambari halisi bila sufuri chini ya kuzidisha","Nambari changamano chini ya nyongeza","B","D","D","bare_letter","False"
"Fanya x na y ziwe nambari kamili chanya hivi kwamba 3x + 7y inaweza kugawanywa kwa 11. Ni ipi kati ya zifuatazo lazima pia igawanywe kwa 11?","4x + 6y","x + y + 5","9x + 4y","4x - 9y","D","A","A","bare_letter","False"
"Ni nambari gani ya chini ya uelezi x + 4z kama kitendaji cha kukokotoa zilizofafanuliwa kwenye R^3, kulingana na kikwazo x^2 + y^2 + z^2 <= 2?","0","-2","-5.830951895","-5.916079783","C","C","C","bare_letter","True"
"Fanya R iwe mviringo na fanya U na V ziwe (za pande mbili) maadili ya R. Ni ipi kati ya zifuatazo lazima pia ziwe maadili ya R ?
I. {u + v : u \ ndani na v \ katika V}
II. {uv : u \katika U na v \katika V}
III. {x : x \katika U na x \katika V}","II pekee","III pekee","I na II pekee","I na III pekee","D","C","C","bare_letter","False"
"Eneo linalopakana na mhimili wa x na kitendaji f(x) = x/(1 + x^3) huzungushwa katika mhimili wa x. Je, ni kiasi gani cha utu wa mango unaozalishwa?","π/3","π/4","π","2π","A","D","D","bare_letter","False"
"Tuseme leo ni Jumatano. Siku gani ya juma itakuwa siku 10^(10^(10)) kuanzia sasa?","Jumapili","Jumatatu","Jumanne","Jumatano","A","A","A","bare_letter","True"
"Maji hutoka kwenye shimo kwenye kipeo cha koni iliyopinduliwa kwa kasi ya 3 cm^3 kwa dakika. Urefu
na nusu kipenyo wa koni ni 2 cm na 1 cm, mtawaliwa. Je, urefu wa maji hubadilika kwa kiwango gani
wakati kiwango cha maji ni nusu sentimita chini ya sehemu ya juu ya koni? Kiasi cha koni ni V = (π/3)*r^2*h,
ambapo r ni radius na h ni urefu wa koni.","−48/π cm/min","−4/(3π) cm/min","−8/(3π) cm/min","−16/(3π) cm/min","D","C","C","bare_letter","False"
"Zingatia mfumo wa milinganisho wa mstari
w + 3x + 2y + 2z = 0
w + 4x + y = 0
3w + 5x + 10 y + 14z = 0
2w + 5x + 5y + 6z = 0
na suluhu za fomu (w, x, y, z) , ambapo w x, y, na z ni halisi. Je, ni kauli gani kati ya zifuatazo ni UONGO?","Mfumo ni thabiti.","Mfumo una suluhisho nyingi sana zisizoisha.","Jumla ya suluhisho zote mbili ni suluhisho.","Kila suluhu ni kizidishio cha mizani ya (-5, 1, 1, 0).","D","D","D","bare_letter","True"
"Ikiwa c > 0 na f(x) = e^x - cx kwa nambari zote halisi x, basi nambari ya chini ya f ni","f(c)","f(e^c)","f(1/c)","f(log c)","D","C","C","bare_letter","False"
"Tuseme A ni matriki 3 × 3 ndio sasa iwe det(A − λI) = −λ^3 + 3λ^2 + λ - 3, ambapo I ni 3 × 3 utambulisho tumbo. Je, kati ya zifuatazo ni gani UKWELI wa A?
I. Ufuatiliaji wa A ni 3.
II. Uamuzi wa A ni -3.
III. Matriki A ina eigen-nambari ​​−3 na 1.","I pekee","II pekee","III pekee","I na II pekee","D","C","C","bare_letter","False"
"Fanya y = f(x) iwe suluhu la mlinganisho wa kutofautisha x dy + (y - xe^x) dx = 0 hivi kwamba y = 0 wakati x = 1. Je, ni nambari gani ya f(2)?","1/(2e)","1/e","e^2/2","2e","C","B","B","bare_letter","False"
"Sarafu ya haki inapaswa kurushwa mara 100, na kila mrusho husababisha kichwa au mkia. Ikiwa H ni jumla ya idadi ya vichwa na T ni jumla ya idadi ya mikia, ni tukio gani kati ya yafuatayo lina uwezekano mkubwa zaidi?","H = 50","T >= 60","51 <= H <= 55","H >= 48 and T >= 48","D","D","D","bare_letter","True"
"Taarifa 1 | Tuseme f : [a, b] ni kitendaji cha kukokotoa na tuseme f ina upeo wa ndani. f'(x) lazima kuwepo na sawa 0? Taarifa ya 2 | Kuna ramani zisizo za uimara kutoka R hadi Q.","Kweli, Kweli","Kweli, Uongo","Uongo, Kweli","Uongo, Uongo","D","B","B","bare_letter","False"
"Fanya I != A != -I, ambapo I ni matriki ya utambulisho na A ni 2 x 2 matriki halisi. Ikiwa A = A^(-1), basi alama ya A ni","2","1","0","-1","C","C","C","bare_letter","True"
"Jumla ya futi x za uzio zitaunda pande tatu za uwanja wa mstatili. Je, ni eneo gani la juu linalowezekana la uwanja, kulingana na x?","x^2/9","x^2/8","x^2/4","x^2","B","C","C","bare_letter","False"
"Taarifa 1 | Ikiwa A imeunganishwa, kufungwa kwa A lazima kuunganishwa. Taarifa ya 2 | Kila kitendaji kinachoendelea f : (0, 1) → (0, 1) kina sehemu isiyobadilika.","Kweli, Kweli","Kweli, Uongo","Uongo, Kweli","Uongo, Uongo","B","A","A","bare_letter","False"
"Je, ni kipi kati ya seti zifuatazo kilicho na ukadinali mkubwa zaidi?","R","Seti ya vitendaji vyote kutoka Z hadi Z","Seti ya vitendaji vyote kutoka R hadi {0, 1}","Seti ya vikundi vidogo vyote vyenye kikomo vya R","C","C","C","bare_letter","True"
"Fanya f(x) iwe kitendaji ambacho grafu yake hupitia pahali pa kuanza. Ikiwa f(2n) = n^2 + f[2(n - 1)] kwa kila nambari kamili n, thamani ya f(8) ni ipi?","24","30","32","36","B","C","C","bare_letter","False"
